hs6_code,en_name
500100,Silk; silk-worm cocoons suitable for reeling
591000,"Textiles; transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material"
591110,"Textile fabric, felt & felt-lined woven fabrics, coated/covered/laminated with rubber, leather or other material, for card clothing, similar fabrics used for technical purposes, including rubber impregnated narrow velvet fabrics to cover weaving spindles"
591120,"Textile products and articles for technical uses; bolting cloth, whether or not made up"
591131,"Textiles; fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines, weighing less than 650g/m2"
591132,"Textiles; fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines, weighing 650g/m2 or more"
591140,"Textile products and articles for technical uses; straining cloth of a kind used in oil presses and the like, including that of human hair"
591190,Textile products and articles for technical uses; n.e.c. in heading no. 5911
600110,"Fabrics; long pile fabrics, knitted or crocheted"
600121,"Fabrics; looped pile fabrics, of cotton, knitted or crocheted"
600122,"Fabrics; looped pile fabrics, of man-made fibres, knitted or crocheted"
600129,"Fabrics; looped pile fabrics, of textile materials (other than cotton or man-made fibres), knitted or crocheted"
600191,"Fabrics; pile fabrics (excluding long pile and loop pile), of cotton, knitted or crocheted"
600192,"Fabrics; pile fabrics (excluding long pile and loop pile), of man-made fibres, knitted or crocheted"
600199,"Fabrics; pile fabrics (excluding long pile and loop pile), of textile materials (other than cotton or man-made fibres), knitted or crocheted"
600240,"Fabrics; knitted or crocheted, other than those of heading 60.01, of a width not exceeding 30 cm, containing by weight 5% or more of elastomeric yarn but not containing rubber thread"
600290,"Fabrics; knitted or crocheted, other than those of heading 60.01, of a width not exceeding 30 cm, containing by weight 5% or more of elastomeric yarn or rubber thread"
600310,"Fabrics; knitted or crocheted fabrics, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm, of wool or fine animal hair"
600320,"Fabrics; knitted or crocheted fabrics, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm, of cotton"
600330,"Fabrics; knitted or crocheted fabrics, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm, of synthetic fibres"
600340,"Fabrics; knitted or crocheted fabrics, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm, of artificial fibres"
600390,"Fabrics; knitted or crocheted fabrics, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm, other than of wool and fine animal hair, cotton, synthetic or artificial fibres"
600410,"Fabrics; knitted or crocheted fabrics of a width exceeding 30 cm, other than those of heading 60.01, containing by weight 5% or more of elastomeric yarn but not containing rubber thread"
600490,"Fabrics; knitted or crocheted, other than those of heading 60.01, of a width exceeding 30 cm, containing by weight 5% or more of elastomeric yarn or rubber thread,"
600521,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, unbleached or bleached"
600522,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, dyed"
600523,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, yarns of different colours"
600524,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, printed"
600535,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres specified in Subheading Note 1 to this Chapter"
600536,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, bleached or unbleached"
600537,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, dyed"
600538,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, yarns of different colours"
600539,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, printed"
600541,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of artificial fibres, bleached or unbleached"
600542,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of artificial fibres, dyed"
600543,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of artificial fibres, of yarns of different colours"
600544,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of artificial fibres, printed"
600590,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, excluding those made from cotton or synthetic or artificial fibres"
600610,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of wool or fine animal hair"
600621,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, unbleached or bleached"
600622,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, dyed"
600623,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, of yarns of different colours"
600624,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, printed"
600631,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, unbleached or bleached"
600632,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, dyed"
600633,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, of yarns of different colours"
600634,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, printed"
600641,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, unbleached or bleached"
600642,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, dyed"
600643,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, of yarns of different colours"
600644,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, printed"
600690,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04,and other than those made of wool, fine animal hair, cotton, synthetic or artificial fibres"
610120,"Coats; men's or boys' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of cotton, knitted or crocheted (excluding those of heading no. 6103)"
610130,"Coats; men's or boys' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of man-made fibres, knitted or crocheted, (excluding those of heading no. 6103)"
610190,"Coats; men's or boys' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of textile materials n.e.c. in heading no. 6101, knitted or crocheted (excluding those of heading no. 6103)"
610210,"Coats; women's or girls' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of wool or fine animal hair, knitted or crocheted (excluding those of heading no. 6104)"
610220,"Coats; women's or girls' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of cotton, knitted or crocheted (excluding those of heading no. 6104)"
610230,"Coats; women's or girls' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of man-made fibres, knitted or crocheted (excluding those of heading no. 6104)"
610290,"Coats; women's or girls' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of textile materials n.e.c. in heading no. 6102, knitted or crocheted (excluding those of heading no. 6104)"
610310,"Suits; men's or boys', knitted or crocheted"
610322,"Ensembles; men's or boys', of cotton, knitted or crocheted"
610323,"Ensembles; men's or boys', of synthetic fibres, knitted or crocheted"
610329,"Ensembles; men's or boys', of textile materials (other than cotton or synthetic fibres), knitted or crocheted"
610331,"Jackets and blazers; men's or boys', of wool or fine animal hair, knitted or crocheted"
610332,"Jackets and blazers; men's or boys', of cotton, knitted or crocheted"
610333,"Jackets and blazers; men's or boys', of synthetic fibres, knitted or crocheted"
610339,"Jackets and blazers; men's or boys', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted"
610341,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of wool or fine animal hair, knitted or crocheted"
610342,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of cotton, knitted or crocheted"
610343,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of synthetic fibres, knitted or crocheted"
610349,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted"
610413,"Suits; women's or girls', of synthetic fibres, knitted or crocheted"
610419,"Suits; women's or girls', of textile materials (other than synthetic fibres), knitted or crocheted"
610422,"Ensembles; women's or girls', of cotton, knitted or crocheted"
610423,"Ensembles; women's or girls', of synthetic fibres, knitted or crocheted"
610429,"Ensembles; women's or girls', of textile materials (other than cotton or synthetic fibres), knitted or crocheted"
610431,"Jackets; women's or girls', of wool or fine animal hair, knitted or crocheted"
610432,"Jackets; women's or girls', of cotton, knitted or crocheted"
610433,"Jackets; women's or girls', of synthetic fibres, knitted or crocheted"
610439,"Jackets; women's or girls', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted"
610441,"Dresses; women's or girls', of wool or fine animal hair, knitted or crocheted"
610442,"Dresses; women's or girls', of cotton, knitted or crocheted"
610443,"Dresses; women's or girls', of synthetic fibres, knitted or crocheted"
610444,"Dresses; women's or girls', of artificial fibres, knitted or crocheted"
610449,"Dresses; women's or girls', of textile materials (other than wool or fine animal hair, cotton, synthetic or artificial fibres), knitted or crocheted"
610451,"Skirts and divided skirts; women's or girls', of wool or fine animal hair, knitted or crocheted"
610452,"Skirts and divided skirts; women's or girls', of cotton, knitted or crocheted"
610453,"Skirts and divided skirts; women's or girls', of synthetic fibres, knitted or crocheted"
610459,"Skirts and divided skirts; women's or girls', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted"
610461,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of wool or fine animal hair, knitted or crocheted"
610462,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of cotton, knitted or crocheted"
610463,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of synthetic fibres, knitted or crocheted"
610469,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted"
610510,"Shirts; men's or boys', of cotton, knitted or crocheted"
610520,"Shirts; men's or boys', of man-made fibres, knitted or crocheted"
610590,"Shirts; men's or boys', of textile materials (other than cotton or man-made fibres), knitted or crocheted"
610610,"Blouses, shirts and shirt-blouses; women's or girls', of cotton, knitted or crocheted"
610620,"Blouses, shirts and shirt-blouses; women's or girls', of man-made fibres, knitted or crocheted"
610690,"Blouses, shirts and shirt-blouses; women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted"
610711,"Underpants and briefs; men's or boys', of cotton, knitted or crocheted"
610712,"Underpants and briefs; men's or boys', of man-made fibres, knitted or crocheted"
610719,"Underpants and briefs; men's or boys', of textile materials (other than cotton or man-made fibres), knitted or crocheted"
610721,"Nightshirts and pyjamas; men's or boys', of cotton, knitted or crocheted"
610722,"Nightshirts and pyjamas; men's or boys', of man-made fibres, knitted or crocheted"
610729,"Nightshirts and pyjamas; men's or boys', of textile materials (other than cotton or man-made fibres), knitted or crocheted"
610791,"Bathrobes, dressing gowns and similar articles; men's or boys', of cotton, knitted or crocheted"
610799,"Bathrobes, dressing gowns and similar articles; men's or boys', of textile materials (other than cotton), knitted or crocheted"
610811,"Slips and petticoats; women's or girls', of man-made fibres, knitted or crocheted"
610819,"Slips and petticoats; women's or girls', of textile materials (other than man-made fibres), knitted or crocheted"
610821,"Briefs and panties; women's or girls', of cotton, knitted or crocheted"
610822,"Briefs and panties; women's or girls', of man-made fibres, knitted or crocheted"
610829,"Briefs and panties; women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted"
610831,"Nightdresses and pyjamas; women's or girls', of cotton, knitted or crocheted"
610832,"Nightdresses and pyjamas; women's or girls', of man-made fibres, knitted or crocheted"
610839,"Nightdresses and pyjamas; women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted"
610891,"Negligees, bathrobes, dressing gowns and similar articles; women's or girls', of cotton, knitted or crocheted"
610892,"Negligees, bathrobes, dressing gowns and similar articles; women's or girls', of man-made fibres, knitted or crocheted"
610899,"Negligees, bathrobes, dressing gowns and similar articles; women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted"
610910,"T-shirts, singlets and other vests; of cotton, knitted or crocheted"
610990,"T-shirts, singlets and other vests; of textile materials (other than cotton), knitted or crocheted"
611011,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted, of wool or fine animal hair"
611012,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted, of fibres from kashmir (cashmere) goats"
611019,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted, of fine animal hair other than that of kashmir (cashmere) goats"
611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles; of cotton, knitted or crocheted"
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles; of man-made fibres, knitted or crocheted"
611090,"Jerseys, pullovers, cardigans, waistcoats and similar articles; of textile materials (other than wool or fine animal hair, cotton or man-made fibres), knitted or crocheted"
611120,"Garments and clothing accessories; babies', of cotton, knitted or crocheted"
611130,"Garments and clothing accessories; babies', of synthetic fibres, knitted or crocheted"
611190,"Garments and clothing accessories; babies', of textile materials (other than cotton or synthetic fibres), knitted or crocheted"
611211,"Track suits; of cotton, knitted or crocheted"
611212,"Track suits; of synthetic fibres, knitted or crocheted"
611219,"Track suits; of textile materials (other than cotton or synthetic fibres), knitted or crocheted"
611220,Ski suits; knitted or crocheted
611231,"Swimwear; men's or boys', of synthetic fibres, knitted or crocheted"
611239,"Swimwear; men's or boys', of textile materials (other than synthetic fibres), knitted or crocheted"
611241,"Swimwear; women's or girls', of synthetic fibres, knitted or crocheted"
611249,"Swimwear; women's or girls', of textile materials (other than synthetic fibres), knitted or crocheted"
611300,"Garments made up of knitted or crocheted fabrics of heading no. 5903, 5906 and 5907"
611420,"Garments; of cotton, knitted or crocheted, n.e.c. in chapter 61"
611430,"Garments; of man-made fibres, knitted or crocheted, n.e.c. in chapter 61"
611490,"Garments; of textile materials (other than cotton or man-made fibres), knitted or crocheted, n.e.c. in chapter 61"
611510,"Graduated compression hosiery (for example, stockings for varicose veins), knitted or crocheted"
611521,"Hosiery; panty hose and tights (other than graduated compression hosiery), of synthetic fibres, measuring per single yarn less than 67 decitex, knitted or crocheted"
611522,"Hosiery; panty hose and tights (other than graduated compression hosiery), of synthetic fibres, measuring per single yarn 67 decitex or more, knitted or crocheted"
611529,"Hosiery; panty hose and tights (other than graduated compression hosiery), of textile materials (other than synthetic fibres), knitted or crocheted"
611530,"Hosiery; women's, full-length or knee-length (other than graduated compression hosiery), measuring per single yarn less than 67 decitex, knitted or crocheted"
611594,"Hosiery and footwear; without applied soles, of wool or fine animal hair, knitted or crocheted (excluding graduated compression hosiery, panty hose, tights, women's full or knee-length hosiery measuring per single yarn less than 67 decitex)"
611595,"Hosiery and footwear; without applied soles, of cotton, knitted or crocheted (excluding graduated compression hosiery, panty hose, tights, full or knee-length hosiery measuring per single yarn less than 67 decitex)"
611596,"Hosiery and footwear; without applied soles, of synthetic fibres, knitted or crocheted (excluding graduated compression hosiery, panty hose, tights, full or knee-length hosiery measuring per single yarn less than 67 decitex)"
611599,"Hosiery and footwear; without applied soles, of textile materials n.e.c. in item no. 6115.9, knitted or crocheted (excluding graduated compression hosiery, panty hose, tights, full or knee-length hosiery measuring per single yarn less than 67 decitex)"
611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated, covered or laminated with plastics or rubber"
611691,"Gloves, mittens and mitts; of wool or fine animal hair, knitted or crocheted, (other than impregnated, coated, covered or laminated with plastics or rubber)"
611692,"Gloves, mittens and mitts; of cotton, knitted or crocheted, (other than impregnated, coated, covered or laminated with plastics or rubber)"
611693,"Gloves, mittens and mitts; of synthetic fibres, knitted or crocheted, (other than impregnated, coated, covered or laminated with plastics or rubber)"
611699,"Gloves, mittens and mitts; of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted, (other than impregnated, coated, covered or laminated with plastics or rubber)"
611710,"Shawls, scarves, mufflers, mantillas, veils and the like; knitted or crocheted"
611780,"Clothing accessories; knitted or crocheted, n.e.c. in heading no. 6117"
611790,"Clothing; parts, knitted or crocheted"
620120,"Coats; men's or boys', overcoats, raincoats, car-coats, capes, cloaks, anoraks (including ski-jackets) and similar articles, of wool or fine animal hair, other than those of heading no. 6203 (not knitted or crocheted)"
620130,"Coats; men's or boys', overcoats, raincoats, car-coats, capes, cloaks, anoraks (including ski-jackets) and similar articles, of cotton, other than those of heading no. 6203 (not knitted or crocheted)"
620140,"Coats; men's or boys', overcoats, raincoats, car-coats, capes, cloaks, anoraks (including ski-jackets) and similar articles, of man-made fibres, other than those of heading no. 6203 (not knitted or crocheted)"
620190,"Coats; men's or boys', overcoats, rain-coats, car-coats, capes, cloaks and similar, of textile materials (other than wool, fine animal hair, cotton or man-made fibres), other than those of heading no. 6203 (not knitted or crocheted)"
620220,"Coats; women's or girls', overcoats, raincoats, car-coats, capes, cloaks anoraks (including ski-jackets) and similar articles, of wool or fine animal hair, other than those of heading no. 6204 (not knitted or crocheted)"
620230,"Coats; women's or girls', overcoats, raincoats, car-coats, capes, cloaks anoraks (including ski-jackets) and similar articles, of cotton, other than those of heading no. 6204 (not knitted or crocheted)"
620240,"Coats; women's or girls', overcoats, raincoats, car-coats, capes, cloaks anoraks (including ski-jackets) and similar articles, of man-made fibres, other than those of heading no. 6204 (not knitted or crocheted)"
620290,"Coats; women's or girls', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of textile materials (other than wool, fine animal hair, cotton or man-made fibres), other than those of heading no. 6204 (not knitted or crocheted)"
620311,"Suits; men's or boys', of wool or fine animal hair (not knitted or crocheted)"
620312,"Suits; men's or boys', of synthetic fibres (not knitted or crocheted)"
620319,"Suits; men's or boys', of textile materials n.e.c. in item no. 6203.1 (not knitted or crocheted)"
620322,"Ensembles; men's or boys', of cotton (not knitted or crocheted)"
620323,"Ensembles; men's or boys', of synthetic fibres (not knitted or crocheted)"
620329,"Ensembles; men's or boys', of textile materials n.e.c. in item no. 6203.2 (not knitted or crocheted)"
620331,"Jackets and blazers; men's or boys', of wool or fine animal hair (not knitted or crocheted)"
620332,"Jackets and blazers; men's or boys', of cotton (not knitted or crocheted)"
620333,"Jackets and blazers; men's or boys', of synthetic fibres (not knitted or crocheted)"
620339,"Jackets and blazers; men's or boys', of textile materials n.e.c. in item no. 6203.3 (not knitted or crocheted)"
620341,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of wool or fine animal hair (not knitted or crocheted)"
620342,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of cotton (not knitted or crocheted)"
620343,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of synthetic fibres (not knitted or crocheted)"
620349,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of textile materials (other than wool, fine animal hair, cotton or synthetic fibres), (not knitted or crocheted)"
620411,"Suits; women's or girls', of wool or fine animal hair (not knitted or crocheted)"
620412,"Suits; women's or girls', of cotton (not knitted or crocheted)"
620413,"Suits; women's or girls', of synthetic fibres (not knitted or crocheted)"
620419,"Suits; women's or girls', of textile materials n.e.c. in item no. 6204.1 (not knitted or crocheted)"
620421,"Ensembles; women's or girls', of wool or fine animal hair (not knitted or crocheted)"
620422,"Ensembles; women's or girls', of cotton (not knitted or crocheted)"
620423,"Ensembles; women's or girls', of synthetic fibres (not knitted or crocheted)"
620429,"Ensembles; women's or girls', of textile materials n.e.c. in item no. 6204.2 (not knitted or crocheted)"
620431,"Jackets and blazers; women's or girls', of wool or fine animal hair (not knitted or crocheted)"
620432,"Jackets and blazers; women's or girls', of cotton (not knitted or crocheted)"
620433,"Jackets and blazers; women's or girls', of synthetic fibres (not knitted or crocheted)"
620439,"Jackets and blazers; women's or girls', of textile materials n.e.c. in item no. 6204.3 (not knitted or crocheted)"
620441,"Dresses; women's or girls', of wool or fine animal hair (not knitted or crocheted)"
620442,"Dresses; women's or girls', of cotton (not knitted or crocheted)"
620443,"Dresses; women's or girls', of synthetic fibres (not knitted or crocheted)"
620444,"Dresses; women's or girls', of artificial fibres (not knitted or crocheted)"
620449,"Dresses; women's or girls', of textile materials n.e.c. in item no. 6204.4 (not knitted or crocheted)"
620451,"Skirts and divided skirts; women's or girls', of wool or fine animal hair (not knitted or crocheted)"
620452,"Skirts and divided skirts; women's or girls', of cotton (not knitted or crocheted)"
620453,"Skirts and divided skirts; women's or girls', of synthetic fibres (not knitted or crocheted)"
620459,"Skirts and divided skirts; women's or girls', of textile materials n.e.c. in item no. 6204.5 (not knitted or crocheted)"
620461,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of wool or fine animal hair (not knitted or crocheted)"
620462,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of cotton (not knitted or crocheted)"
620463,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of synthetic fibres (not knitted or crocheted)"
620469,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of textile materials (other than wool, fine animal hair, cotton or synthetic fibres), (not knitted or crocheted)"
620520,"Shirts; men's or boys', of cotton (not knitted or crocheted)"
620530,"Shirts; men's or boys', of man-made fibres (not knitted or crocheted)"
620590,"Shirts; men's or boys', of textile materials n.e.c. in heading no. 6205 (not knitted or crocheted)"
620610,"Blouses, shirts and shirt-blouses; women's or girls', of silk or silk waste (not knitted or crocheted)"
620620,"Blouses, shirts and shirt-blouses; women's or girls', of wool or fine animal hair (not knitted or crocheted)"
620630,"Blouses, shirts and shirt-blouses; women's or girls', of cotton (not knitted or crocheted)"
620640,"Blouses, shirts and shirt-blouses; women's or girls', of man-made fibres (not knitted or crocheted)"
620690,"Blouses, shirts and shirt-blouses; women's or girls', of textile materials n.e.c. in heading no. 6206 (not knitted or crocheted)"
620711,"Underpants and briefs; men's or boys', of cotton (not knitted or crocheted)"
620719,"Underpants and briefs; men's or boys', of textile materials other than cotton (not knitted or crocheted)"
620721,"Nightshirts and pyjamas; men's or boys', of cotton (not knitted or crocheted)"
620722,"Nightshirts and pyjamas; men's or boys', of man-made fibres (not knitted or crocheted)"
620729,"Nightshirts and pyjamas; men's or boys', of textile materials other than cotton or man-made fibres (not knitted or crocheted)"
620791,"Singlets and other vests, bathrobes, dressing gowns and similar articles; men's or boys', of cotton (not knitted or crocheted)"
620799,"Singlets and other vests, bathrobes, dressing gowns and similar articles; men's or boys', of textile materials other than cotton (not knitted or crocheted)"
620811,"Slips and petticoats; women's or girls', of man-made fibres (not knitted or crocheted)"
620819,"Slips and petticoats; women's or girls', of textile materials other than man-made fibres (not knitted or crocheted)"
620821,"Nightdresses and pyjamas; women's or girls', of cotton (not knitted or crocheted)"
620822,"Nightdresses and pyjamas; women's or girls', of man-made fibres (not knitted or crocheted)"
620829,"Nightdresses and pyjamas; women's or girls', of textile materials other than cotton or man-made fibres (not knitted or crocheted)"
620891,"Singlets and other vests, briefs, panties, negligees, bathrobes, dressing gowns and similar articles; women's or girls', of cotton (not knitted or crocheted)"
620892,"Singlets and other vests, briefs, panties, negligees, bathrobes, dressing gowns etc.; women's or girls', of man-made fibres (not knitted or crocheted), excluding incontinence or other sanitary garments or garment liners of heading no. 96.19"
620899,"Singlets and other vests, briefs, panties, negligees, bathrobes, dressing gowns and similar articles; women's or girls', of textile materials other than cotton or man-made fibres (not knitted or crocheted)"
620920,"Garments and clothing accessories; babies', of cotton (not knitted or crocheted)"
620930,"Garments and clothing accessories; babies', of synthetic fibres (not knitted or crocheted)"
620990,"Garments and clothing accessories; babies', of textile materials other than cotton or synthetic fibres (not knitted or crocheted)"
621010,Garments; of felt or non-wovens (not knitted or crocheted)
621020,"Garments; overcoats, raincoats, car-coats, capes, cloaks, anoraks (including ski-jackets) and similar articles, men's or boys', of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)"
621030,"Garments; overcoats, raincoats, car-coats, capes, cloaks, anoraks (including ski-jackets) and similar articles, women's or girls', of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)"
621040,"Garments; men's or boys', n.e.c. in item no. 6210.2, of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)"
621050,"Garments; women's or girls', n.e.c. in item no. 6210.3, of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)"
621111,"Swimwear; men's or boys', (not knitted or crocheted)"
621112,"Swimwear; women's or girls', (not knitted or crocheted)"
621120,Ski suits; (not knitted or crocheted)
621132,"Track suits and other garments n.e.c.; men's or boys', of cotton (not knitted or crocheted)"
621133,"Track suits and other garments n.e.c.; men's or boys', of man-made fibres (not knitted or crocheted)"
621139,"Track suits and other garments n.e.c.; men's or boys', of textile materials n.e.c. in item no. 6211.3 (not knitted or crocheted)"
621142,"Track suits and other garments n.e.c.; women's or girls', of cotton (not knitted or crocheted)"
621143,"Track suits and other garments n.e.c.; women's or girls', of man-made fibres (not knitted or crocheted)"
621149,"Track suits and other garments n.e.c.; women's or girls', of textile materials n.e.c. in item no. 6211.4 (not knitted or crocheted)"
621210,Brassieres; whether or not knitted or crocheted
621220,Girdles and panty-girdles; whether or not knitted or crocheted
621230,Corselettes; whether or not knitted or crocheted
621290,"Braces, suspenders, garters and similar articles; whether or not knitted or crocheted, n.e.c. in heading no. 6212"
621320,Handkerchiefs; of cotton (not knitted or crocheted)
621390,Handkerchiefs; of textile materials other than cotton (not knitted or crocheted)
621410,"Shawls, scarves, mufflers, mantillas, veils and the like; of silk or silk waste (not knitted or crocheted)"
621420,"Shawls, scarves, mufflers, mantillas, veils and the like; of wool or fine animal hair (not knitted or crocheted)"
621430,"Shawls, scarves, mufflers, mantillas, veils and the like; of synthetic fibres (not knitted or crocheted)"
621440,"Shawls, scarves, mufflers, mantillas, veils and the like; of artificial fibres (not knitted or crocheted)"
621490,"Shawls, scarves, mufflers, mantillas, veils and the like; of textile materials n.e.c. in heading no. 6214 (not knitted or crocheted)"
621510,"Ties, bow ties and cravats; of silk or silk waste (not knitted or crocheted)"
621520,"Ties, bow ties and cravats; of man-made fibres (not knitted or crocheted)"
621590,"Ties, bow ties and cravats; of textile materials other than silk or man-made fibres (not knitted or crocheted)"
621600,"Gloves, mittens and mitts (not knitted or crocheted)"
621710,Clothing accessories; other than those of heading no. 6212 (not knitted or crocheted)
621790,"Clothing; parts of garments or of clothing accessories, other than those of heading no. 6212 (not knitted or crocheted)"
630110,Blankets; electric
630120,Blankets (other than electric blankets) and travelling rugs; of wool or of fine animal hair
630130,Blankets (other than electric blankets) and travelling rugs; of cotton
630140,Blankets (other than electric blankets) and travelling rugs; of synthetic fibres
630190,Blankets and travelling rugs; n.e.c. in heading no. 6301
630210,Bed linen; knitted or crocheted
630221,"Bed linen; of cotton, printed, not knitted or crocheted"
630222,"Bed linen; of man-made fibres, printed, not knitted or crocheted"
630229,"Bed linen; of textile materials (other than cotton or man-made fibres), printed, not knitted or crocheted"
630231,"Bed linen; of cotton (not printed, knitted or crocheted)"
630232,"Bed linen; of man-made fibres (not printed, knitted or crocheted)"
630239,"Bed linen; of textile materials other than cotton or man-made fibres (not printed, knitted or crocheted)"
630240,Table linen; knitted or crocheted
630251,"Table linen; of cotton, not knitted or crocheted"
630253,"Table linen; of man-made fibres, not knitted or crocheted"
630259,"Table linen; of textile materials (other than cotton or man-made fibres), not knitted or crocheted"
630260,"Kitchen and toilet linen; of terry towelling or similar terry fabrics, of cotton"
630291,"Toilet and kitchen linen; of cotton, excluding terry towelling or similar terry fabrics"
630293,Toilet and kitchen linen; of man-made fibres
630299,Toilet and kitchen linen; of textile materials (other than cotton or man-made fibres)
630312,"Curtains (including drapes) and interior blinds; curtain or bed valances, knitted or crocheted, of synthetic fibres"
630319,"Curtains (including drapes) and interior blinds; curtain or bed valances, knitted or crocheted, of textile materials other than synthetic fibres"
